,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
17861,1,1,3,2,3,1,0,1,0,1,1,0,1,1,0,12.43,26.76,1.99,-0.12,7.38,-0.6,6.29
19727,1,1,4,5,2,0,1,1,0,1,1,1,1,1,1,11.96,25.45,-0.24,3.73,7.37,1.54,7.18
3310,0,0,1,4,3,0,1,1,1,1,0,1,1,1,1,12.1,25.7,4.93,-0.77,7.37,-0.87,6.14
14113,0,1,2,4,3,1,0,0,0,0,0,1,1,0,0,11.82,31.24,0.04,0.18,7.75,0.34,5.42
12444,0,1,1,2,4,0,0,0,0,0,1,0,1,0,0,12.13,31.5,1.87,-4.12,7.06,-0.04,6.9
17648,1,1,4,2,3,1,1,1,1,1,1,1,0,1,1,12.05,30.45,1,3.61,7.58,1.38,5.82
16815,1,1,4,4,3,1,1,1,1,0,0,0,1,0,1,12.04,29.16,0.34,-2.92,7.5,3.39,6.45
2478,0,0,4,5,5,0,0,0,1,1,1,1,1,0,0,12,27.58,2.62,5.52,7.08,2.19,4.32
16041,1,1,4,3,2,0,1,1,0,1,1,1,0,1,0,11.5,25.97,3.03,-1.51,7.43,0.42,5.63
14451,0,1,4,4,4,1,0,1,0,1,0,0,0,0,1,12.24,26,2.13,-2.02,7.63,-2.6,5.55
7270,0,1,5,4,3,0,1,0,0,1,0,1,0,0,1,12.59,27.79,3.04,6.11,7.38,3.85,6.03
19062,1,1,1,4,5,1,1,0,1,1,0,0,0,1,1,11.89,28.07,0.7,0.98,7.38,-2.42,4.67
7093,0,1,4,5,5,1,0,0,0,0,1,1,0,1,0,11.97,27.71,0.65,2.64,7.64,2.92,5.54
11592,0,1,1,3,5,0,0,0,0,0,1,1,0,1,0,12.14,26.12,1.41,1.51,7.85,-2.92,5.22
18555,1,1,3,3,4,0,1,0,1,0,0,1,0,1,0,12.39,29.02,-1.04,-1.66,7.4,-1.43,6.16
6375,0,1,3,2,3,1,1,1,0,1,1,0,0,0,0,11.88,25.36,0.47,-0.36,7.16,-2.13,3.23
19623,1,1,1,3,4,0,0,0,1,1,1,1,1,1,0,12.24,26.35,1.43,-0.44,7.59,3.08,5.25
7997,0,0,4,5,2,1,1,0,1,0,1,1,0,0,0,11.95,27.06,3.54,3.95,7.3,2.63,4.24
10853,0,1,5,5,5,0,1,0,1,0,1,0,1,1,0,12.33,28.46,-0.41,1.31,7.16,-0.5,6.24
6892,0,0,4,2,3,0,0,0,0,0,1,0,1,1,0,11.67,30.32,0.87,-3.28,7.64,0.47,6.26
11500,0,1,4,3,4,0,1,1,0,1,0,0,1,1,1,12.42,28.94,2.71,-4.67,7.22,-0.58,4.56
2669,0,1,4,4,2,1,0,0,1,1,1,0,1,1,0,12.16,28.77,5.23,-0.59,7.16,2.87,7.77
13925,0,1,3,5,3,1,0,0,1,1,1,1,1,1,0,12.26,27.16,0.02,-4.35,7.4,-1.13,7.87
310,0,1,4,2,3,1,1,0,1,1,0,0,1,1,0,11.89,26.69,3.47,-2.63,7.39,3.83,5.16
5392,0,1,1,5,4,0,1,1,1,0,0,0,1,0,1,12.12,29.5,-0.72,0.09,7.29,1.59,4.33
11568,0,1,1,4,4,0,1,1,1,1,0,0,0,0,1,11.81,23.41,3.16,-1.97,7.47,2.92,6.67
13356,0,1,5,4,3,1,0,0,0,1,0,0,0,0,1,12.25,28.18,-0.49,4.32,7.09,-0.94,6.09
11148,0,0,3,3,1,1,0,0,1,0,0,1,0,0,0,12.3,29.3,3.56,-1.74,7.44,0.63,6.2
18572,1,0,4,5,5,0,0,0,1,0,1,1,0,1,1,12.1,26.88,-0.84,0.1,7.39,4.23,5.13
19217,1,1,2,3,2,1,0,0,0,0,0,0,1,1,1,12.1,27.42,0.6,-3.35,7.59,-0.8,6.01
3852,0,0,3,2,3,1,0,0,1,0,1,0,1,0,0,12.16,29.96,1.43,2.81,7.82,2.48,6.27
19806,1,1,4,5,5,0,0,0,0,0,0,1,1,1,0,12.12,27.21,1.26,-1.64,7.57,-2.72,6.76
15951,1,1,1,1,2,1,0,0,0,0,1,0,1,1,0,12.06,29.91,1.01,-1.54,6.98,-2.19,4.16
4573,0,0,1,5,3,0,1,1,0,1,1,0,0,1,1,12.21,28.97,4.05,-0.46,7.51,-1.59,6.18
4085,0,1,4,2,4,0,0,1,0,1,0,0,0,1,1,12.3,27.96,5.08,6.42,7.48,-0.16,6.94
17392,1,1,4,4,3,0,1,0,0,1,0,0,0,0,1,11.86,28.1,3.34,-0.56,7.53,0.58,4.99
8487,0,1,4,5,4,0,1,0,1,1,1,1,0,0,1,11.67,27.77,1.03,-1.2,7.36,0.39,5.41
3924,0,1,4,2,4,1,1,1,0,0,1,1,1,0,0,11.96,25.72,2.65,0.29,7.88,-0.05,5.02
10004,0,1,4,5,5,0,0,1,1,0,0,1,1,0,0,11.99,30.1,0.16,0.48,7.59,1.88,5.96
19097,1,1,3,1,1,1,0,1,1,0,0,1,1,0,0,11.65,26.51,1.91,5.51,7.67,2.57,5.93
17364,1,1,5,3,2,1,1,0,1,0,0,0,1,0,1,12.35,29.98,4.17,-0.97,7.74,1.72,4.21
14890,0,1,1,5,4,0,0,0,1,1,1,0,1,0,0,11.99,27.58,0.94,-2.29,7.43,2.71,5.6
19546,1,1,4,1,3,1,1,1,1,1,1,0,0,1,0,11.95,27.79,-0.7,-3.7,7.46,-0.86,5.73
8556,0,1,2,2,1,0,0,0,0,0,0,0,1,1,1,12.52,27.12,3.22,-7.63,7.33,-0.03,6.17
7210,0,1,1,3,5,0,1,0,0,0,1,0,0,1,0,11.89,28.95,3.27,-0.92,7.64,-4.35,6.68
2427,0,0,3,2,5,1,1,1,0,0,0,1,1,1,1,12.39,28.38,1.09,2.37,7.81,-1.13,6.3
15925,1,1,2,1,5,0,0,1,0,0,0,1,0,0,0,12.35,28.55,3.01,-6.95,7.73,-0.23,6.62
17468,1,0,3,1,4,0,0,0,0,1,0,0,1,1,1,12.1,24.11,6.11,0.24,7.47,-0.14,4.64
4564,0,1,2,4,4,0,1,1,1,1,0,0,1,0,0,12.26,30.79,2.42,-2.21,7.65,1.44,5.74
16633,1,0,5,5,3,1,0,0,0,0,0,1,0,1,1,12.03,28.69,2.38,-3.19,7.72,3.05,4.75
8732,0,0,2,3,3,1,1,0,1,1,1,1,1,1,1,12.16,28.05,3.06,-3.32,7.6,1.78,5.92
807,0,1,1,5,2,1,0,0,0,1,0,0,0,1,0,12.47,26.26,2.44,-3.65,7.51,-0.4,6.54
11865,0,1,3,4,5,1,1,0,0,1,0,0,1,0,1,12.2,24.2,7.74,6.46,7.56,1.2,6.6
295,0,1,2,3,5,1,0,0,1,0,1,1,1,1,1,12.43,27.96,1.44,-1.73,7.68,0.47,7.09
2668,0,1,5,2,3,1,0,0,1,1,0,0,1,1,1,12.12,27.85,3.31,1.39,7.75,0.21,2.67
5289,0,1,2,4,1,1,1,1,0,1,0,0,1,0,1,11.64,27.17,2.52,0.3,7.37,2.85,6.85
5119,0,1,2,4,4,0,1,0,1,1,0,1,1,0,1,11.77,23.75,0.44,-0.72,7.7,-0.98,7.28
8170,0,1,5,5,4,1,0,1,0,1,0,0,1,0,1,12.36,27.57,-1.81,-2.89,6.92,0.95,5.83
19656,1,0,1,3,4,0,1,1,1,1,0,1,0,0,0,12.61,27.46,3.22,-0.71,7.42,2.08,5.94
15231,1,1,3,5,2,1,1,1,1,0,1,0,0,0,1,12.02,26.8,1.37,2.44,7.67,4.7,5.32
16711,1,1,3,5,3,1,1,0,1,0,1,0,1,0,1,12.09,28.84,1.33,-1.5,7.52,-1.24,6.38
15803,1,1,5,4,1,1,0,0,0,1,0,1,1,0,0,12.24,29.84,2.32,-5.85,7.6,4.06,3.99
15788,1,1,5,1,3,0,1,1,1,0,1,1,0,0,0,11.88,29.58,5.34,-0.62,7.79,-2.56,6.24
13685,0,1,1,2,5,1,0,1,0,0,1,0,1,0,0,12.01,27.96,0.92,1.15,7.54,1.36,5.31
19748,1,0,4,2,5,0,1,1,0,0,1,0,1,1,0,12.2,26.94,0.74,3.71,7.31,-0.75,5.12
17298,1,1,4,3,4,1,1,0,0,0,1,1,0,1,1,12.34,26.84,1.7,2.52,7.53,1.53,6.15
4433,0,0,4,2,4,1,1,0,0,0,0,1,1,1,0,12.22,27.42,0.53,1.52,7.72,-3.01,5.38
6117,0,1,4,1,5,1,1,1,1,0,0,1,1,1,1,12.18,30.13,2.3,-3.64,7.73,-0.99,5.61
17350,1,0,1,4,4,1,1,1,0,0,0,0,1,1,0,11.93,28.6,5.75,-2.24,7.42,0.37,4.76
7670,0,0,2,1,4,0,1,1,0,1,1,1,1,1,1,12.17,26.81,3.55,1.22,7.43,-2.24,6.81
5202,0,1,1,4,3,0,1,1,1,0,0,1,1,0,0,12.05,29.5,2.86,1.98,7.04,1.42,5.44
2368,0,1,1,2,1,0,1,1,0,1,0,0,1,1,1,12.04,29.51,0.19,-2.91,7.45,0.86,3.61
17502,1,1,4,4,4,0,0,0,1,1,1,0,1,0,1,12.08,28.25,2.76,-7.96,7.64,0.7,6.5
14908,0,1,4,3,3,1,1,1,1,0,1,0,1,1,0,11.6,30.79,-1.18,-2.73,7.32,-0.83,5.04
14441,0,1,1,5,5,0,0,0,1,0,0,1,1,0,1,12.17,27.41,2.41,0.81,7.38,-0.9,7.46
6154,0,1,3,3,3,1,1,0,0,0,0,0,0,0,1,11.83,25.99,1.75,0.3,7.47,0.87,8.05
221,0,0,5,3,3,1,0,1,0,0,1,0,0,1,1,12.22,28.99,0.26,2.09,7.63,0.61,5.61
12489,0,1,2,4,5,1,0,1,0,1,0,1,0,1,0,12.2,28.42,1.2,0.27,7.57,-0.43,7.44
561,0,1,1,3,5,0,0,0,1,0,0,1,0,0,0,12.15,29.8,3.03,-2.56,7.45,0.17,5.01
8796,0,1,5,5,4,1,0,0,1,1,0,1,0,1,0,12.06,28.34,2.09,4.67,7.38,-2.6,5.91
4386,0,1,5,4,3,0,0,0,1,0,1,1,0,0,1,12.28,26.72,2.15,-0.39,7.3,2.45,5.34
2113,0,1,3,2,3,1,1,0,1,1,0,0,1,1,0,11.94,27.85,2.63,0.7,7.69,-0.12,5.31
6662,0,1,5,5,1,0,1,1,1,0,1,0,1,0,0,11.98,29.52,1.38,4.59,6.95,-0.62,4.74
16175,1,0,2,4,4,0,0,1,0,1,0,0,0,1,0,11.99,22.33,2.8,-1.07,7.66,1.95,5.35
10369,0,1,5,3,3,0,0,0,1,0,1,0,0,0,0,12.18,26.44,5.32,-2.09,7.28,-2.03,5.53
3509,0,1,3,5,5,1,0,0,1,0,1,1,1,1,0,12.1,24.77,0.64,-7.4,7.55,3.04,6.83
5040,0,0,3,1,3,0,0,1,1,1,1,1,1,1,1,11.78,30.2,1.41,2.12,7.49,1.54,4.55
12183,0,1,1,5,3,0,1,0,1,0,1,1,1,1,0,12.24,25.86,-0.92,-4.46,7.81,1.04,7.53
18524,1,1,3,4,4,1,1,1,1,0,1,0,1,1,1,12.13,25.87,2.78,-8.19,7.43,3.79,4.56
1825,0,1,3,5,3,1,0,0,1,1,1,0,0,1,1,12.43,28.34,2.45,-5.51,7.55,-3,3.78
17820,1,0,2,5,3,0,0,1,0,0,0,0,1,1,1,12.07,29.71,-1.47,3.03,7.18,3.17,6.83
14924,0,1,2,1,1,1,1,0,1,0,0,1,0,1,1,11.89,30.22,-3.26,4.86,7.53,3.84,6.04
510,0,0,3,1,2,1,0,0,0,1,1,1,1,0,1,12.2,29.17,-1.12,-7.57,7.53,-1.17,6.73
16722,1,1,4,2,3,0,1,0,1,1,1,1,0,1,0,12.11,25.32,5.29,3.65,7.59,2.42,6.05
18849,1,1,2,3,3,0,1,0,0,1,0,1,1,0,0,12.31,25.38,0.04,-5.56,7.21,4.58,6.5
8696,0,1,2,4,3,1,0,0,0,1,1,1,0,0,0,11.88,26.13,1.87,-1.03,7.77,3.97,6.07
10387,0,1,1,5,1,1,0,1,1,0,0,0,0,1,1,12.01,30.34,1.94,-4.29,6.87,1.86,6.83
867,0,0,4,4,1,0,1,0,0,0,0,1,1,1,0,12.03,28.78,2.49,6.36,7.53,-1.36,4.49
17039,1,1,3,4,3,0,0,1,0,1,1,0,0,1,1,11.95,28.47,0.15,7.41,7.24,3.07,5.67
8632,0,0,5,4,3,1,0,0,0,1,0,1,1,1,1,11.85,27.62,-0.46,0.96,7.59,0.36,6.51
12637,0,1,4,4,2,1,1,0,1,0,1,1,0,1,0,12.17,26.39,0.65,2.32,7.96,0.32,6
15061,1,1,3,2,1,0,0,1,0,1,0,0,0,1,0,12.21,25.65,2.83,-2.63,7.43,-0.59,6.48
8306,0,1,1,4,5,1,0,0,1,0,1,1,1,1,1,12.06,26.84,5.08,1.45,7.33,1.69,6.77
18192,1,1,3,5,4,0,1,1,0,0,1,1,1,0,1,12.34,29.65,0.65,-8.26,7.76,2.95,5.91
18723,1,1,3,2,4,1,0,1,0,0,0,1,1,0,1,12.14,26.65,2.8,-1.63,7.74,2.28,6.22
3421,0,1,2,5,4,0,0,1,0,0,1,1,0,0,1,12.17,28.43,-0.17,1.09,8.05,-2.76,6.47
2504,0,0,2,4,4,0,1,0,0,1,1,0,1,1,1,12.18,26.84,0.87,1.23,7.24,2.39,4.83
3279,0,1,1,3,5,1,0,1,0,0,1,1,0,0,1,12.55,29.43,2.88,-5.87,7.49,2.3,7.35
10396,0,1,3,5,5,1,1,0,0,1,1,1,1,1,1,12.1,29.44,2.53,5.06,7.39,-0.82,4.96
5544,0,1,4,3,4,1,1,0,1,0,1,0,0,1,0,11.97,29.44,-1.54,-3.41,8,-1.28,5.45
11663,0,1,4,2,4,1,0,1,0,1,0,0,0,0,0,12.15,30.64,3.38,-2.94,7.78,1.44,4.9
13433,0,1,3,4,4,1,1,1,1,0,1,0,0,1,0,12.48,28.63,-0.31,7.04,7.45,-1.17,7.36
18673,1,0,1,1,3,1,1,1,1,0,1,0,1,1,0,12.39,28.51,-0.02,-7.19,7.57,3.83,5.77
2514,0,1,1,3,5,1,0,1,0,0,1,0,1,0,0,12.06,26.6,2.4,-0.99,7.99,-1.34,4.75
3888,0,1,5,5,1,0,0,0,1,0,0,1,1,1,1,12.21,28.75,1.45,3.27,7.48,1.26,7.09
18448,1,1,1,2,4,1,0,1,1,0,1,0,0,0,0,11.72,30.04,3.35,0.25,7.57,-0.67,5.26
9613,0,0,4,4,2,1,0,1,1,0,1,0,0,1,0,12.05,29.44,2.94,-2.77,6.95,-4.12,4.78
18110,1,1,3,5,2,0,0,1,0,0,0,0,0,1,1,11.82,30.65,3.42,2.1,7.15,-1.98,5.53
12274,0,1,3,2,3,1,0,0,0,0,0,0,0,1,1,12.5,28.88,1.66,-5.35,7.29,1.57,8.05
16780,1,1,1,1,2,1,0,0,0,1,1,0,1,1,0,12,26.36,-2.37,-5.07,7.45,-0.25,6.38
6451,0,0,2,4,4,1,1,1,0,0,1,0,1,0,1,12.06,28.58,2.15,4.64,7.4,3.58,6.38
13032,0,1,5,5,4,0,1,0,0,1,0,1,1,0,0,12.17,27.11,1.23,-4.49,7.84,-2.22,6.16
13683,0,1,4,1,5,1,0,1,1,0,0,1,0,0,0,12.23,26.8,2.05,-1.48,7.17,0.63,6.92
18412,1,1,4,5,4,0,0,0,0,0,0,1,0,1,1,11.54,28.52,1.68,-0.94,7.14,-0.72,6.06
8942,0,1,5,2,5,0,0,1,1,1,0,0,0,1,0,12.24,25.57,3.77,0.84,7.43,1.94,6.38
14192,0,1,5,4,5,0,0,0,0,0,0,0,0,1,1,11.91,32.1,0.86,-8.7,7.46,0.58,5.85
1931,0,0,3,2,5,0,1,0,0,1,0,1,0,1,1,12.15,26.86,-0.02,-0.18,7.4,-2.39,5.36
15443,1,1,5,1,2,0,1,1,1,0,1,0,0,0,0,11.97,28.43,1.06,1.32,7.6,2.24,3.08
16427,1,1,4,2,2,0,1,1,0,0,0,1,1,0,0,11.95,29.08,3.28,-1.63,7.11,0.3,5.77
9644,0,1,5,5,4,0,0,0,0,0,1,1,0,1,1,12.09,26.51,0.33,2.65,7.61,0.49,6.09
9582,0,1,2,5,3,1,0,0,0,1,1,0,1,0,1,12.06,27.75,1.48,4.46,7.35,3.23,6.1
2902,0,1,5,3,3,1,0,0,1,0,1,0,0,0,0,12.11,30.23,2.91,0.73,7.73,2.64,5.14
15163,1,1,2,2,3,1,1,0,0,0,1,0,1,1,0,12.08,29.39,4.29,2.91,7.42,0.08,6.05
13525,0,1,2,3,5,1,1,0,1,0,1,1,0,0,1,11.95,28.73,3.68,0.18,7.48,-0.96,5.68
12107,0,1,3,3,4,1,1,0,1,1,0,1,0,0,0,11.98,31.47,0.87,-0.44,7.39,1.8,6.42
19480,1,0,4,5,4,0,1,0,0,1,1,1,0,1,1,12.21,26.7,1.9,-3.46,7.28,1.05,6.91
9195,0,1,5,3,4,0,1,0,0,0,0,0,0,0,1,11.94,28.23,2.81,-1.38,7.55,2.64,6.38
4419,0,1,3,3,3,0,0,0,1,1,1,0,1,0,0,12.53,29.26,0.09,-2.47,7.2,-0.43,5.07
1394,0,1,2,2,4,1,1,0,1,1,1,1,0,1,1,11.91,27.33,3.48,0.02,7.54,1.31,6.07
17145,1,1,3,4,5,0,1,0,1,1,0,1,0,0,0,12.05,29.3,1.47,0.98,7.16,4.06,6.78
18299,1,1,1,3,4,0,1,0,1,1,0,1,1,1,1,12.28,24.56,4.26,-3.79,7.55,0.87,4.89
16718,1,0,2,3,5,1,0,1,1,1,0,0,0,0,0,11.9,24.17,3.72,-0.64,7.88,3.78,6.04
14955,0,1,4,2,5,1,1,0,0,0,0,1,1,0,1,12.03,26.93,0.42,-1.35,7.35,2.4,5.92
9470,0,1,5,5,4,1,1,0,1,1,1,0,1,0,1,12.03,26.87,1.55,-0.69,7.48,2.41,6.25
2179,0,0,4,3,4,1,0,0,1,1,0,1,1,0,1,12.45,27.31,6.1,-6.13,7.22,-0.82,5.97
8141,0,0,2,3,3,0,0,0,1,1,1,0,0,1,0,12.23,28.29,4.2,-1.4,7.53,-0.19,5.78
205,0,1,5,5,3,1,1,1,0,1,0,0,1,1,1,12.04,26.89,1.14,-0.35,7.61,1.78,7.41
15,0,1,4,4,5,1,0,1,0,1,1,1,0,0,1,12.09,26.44,2.08,0.91,7.52,1.12,6.66
1269,0,1,4,3,3,1,1,0,0,1,0,1,0,0,0,11.7,29.19,3.25,2.09,7.41,-1.19,5.29
7642,0,1,2,4,3,1,1,1,1,0,1,0,1,1,0,12.07,27.35,-0.36,6.51,7.67,1,4.86
15383,1,1,4,2,3,1,0,1,0,1,1,1,0,1,1,12.3,26.23,2.42,4.3,7.51,-2.1,6.07
11349,0,0,4,3,2,0,0,0,1,0,1,0,1,1,1,12.18,25.79,0.61,-1.16,7.53,1.22,7.93
7938,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,12.09,28.9,2.05,0.42,8.16,0.94,6.21
11766,0,1,2,1,3,1,1,0,0,0,0,0,1,1,0,11.98,26.66,1.01,2.08,7.17,-0.48,5.67
14202,0,1,4,3,1,1,1,0,0,1,1,0,1,1,1,11.81,27.28,0.23,-0.83,8.11,2.05,6.69
13882,0,0,1,5,3,0,1,0,0,0,0,1,1,0,0,12.09,28.42,0.65,1.27,7.05,-1.8,6.14
16678,1,1,3,2,4,1,1,0,0,0,1,1,0,0,1,11.92,26.52,1.57,5.16,7.48,-0.02,6.04
7052,0,1,3,5,3,0,1,0,1,1,1,0,0,0,1,12.06,29.21,-0.35,3.53,7.45,0.6,5.14
11695,0,1,2,3,3,0,0,0,0,1,0,1,1,1,1,11.99,29.41,0.14,4.29,7.31,2.06,5.25
18680,1,0,3,4,1,0,0,1,1,1,1,0,0,1,0,12.03,25.69,3.43,-1.4,7.27,3.02,4.44
3106,0,1,3,4,4,0,0,1,0,1,1,0,1,1,1,12.01,27.15,0.54,0.82,7.41,0.29,4.96
12153,0,1,1,3,5,1,0,0,1,1,0,1,0,1,0,12.13,27.63,3.18,1.87,7.38,-0.96,6.25
11896,0,0,1,2,2,1,0,1,1,1,0,0,1,0,1,12.16,27.02,3.81,3.57,7.68,-4.21,5.84
7924,0,0,3,3,5,1,1,1,0,0,1,1,1,0,0,12.29,27.61,0.8,1.8,7.64,1.02,7.06
6901,0,1,5,3,5,1,1,0,0,0,1,1,0,1,1,12.13,27.29,0.72,2.78,7,3.06,5.33
13381,0,1,3,3,5,0,1,0,0,0,1,0,0,1,0,11.92,27.8,1.08,-5.16,7.29,0.67,5.56
116,0,1,1,3,5,1,0,0,0,1,1,0,0,1,1,12.36,28,2.62,-3.72,8.15,0.69,6.7
16146,1,1,1,2,3,0,0,0,0,1,0,1,1,0,0,11.92,27.64,2.86,-3.61,7.77,1.78,6.43
6103,0,1,5,4,2,1,1,1,0,1,0,0,0,1,0,12.21,29.95,3.06,-2.09,7.8,-0.94,7.56
19785,1,1,4,2,2,0,1,1,0,1,1,1,1,0,0,11.78,26.75,0.71,3.59,7.83,2.47,4.78
2593,0,1,4,3,1,1,0,0,0,1,0,0,0,0,1,11.96,30.07,1.06,0.18,7.69,4.47,5.06
19287,1,0,4,1,1,0,0,1,0,0,1,0,1,1,1,12.09,31.28,1.17,3.08,7.28,0.09,4.88
8525,0,0,5,4,3,1,0,1,0,1,1,1,1,0,0,11.88,29.56,1.53,-3.89,7.18,-0.54,4.69
6582,0,1,3,4,3,0,0,0,0,0,0,1,1,1,1,12.15,26.64,-0.31,-2.47,7.7,1.04,6.4
9859,0,1,4,3,5,0,0,0,1,1,1,1,1,1,0,12.24,30.11,2.35,3.86,7.44,3.08,6.26
2208,0,0,1,4,4,1,1,1,1,1,1,0,0,0,1,11.49,25.6,4.7,-0.49,7.25,-0.55,5
19803,1,1,4,3,1,1,1,1,0,1,1,0,0,0,1,12.24,29.16,-1.95,-0.36,7.47,-1.7,8.24
15318,1,1,3,1,1,0,1,0,0,1,1,0,0,0,1,12.11,29.63,0.38,0.08,7.51,-0.33,3.34
9831,0,0,3,5,5,1,1,0,1,1,1,0,0,1,1,11.95,28.41,0.48,4.52,7.87,1.54,5.8
17208,1,1,1,5,3,1,0,0,0,1,0,1,1,1,0,12.03,28.93,1.6,2.12,7.4,0.26,5.76
4706,0,0,1,2,3,1,0,0,1,0,0,0,0,0,0,12.05,30.74,0.6,0.55,7.47,-0.52,6.6
19439,1,0,1,4,4,1,1,1,1,0,0,1,0,0,0,12.45,26.96,5.19,6.71,7.56,2.84,5.36
5835,0,1,4,5,3,0,1,1,0,0,0,1,0,1,1,12.18,28.25,2.66,-4.09,7.33,2.68,5.55
15060,1,1,4,2,4,0,1,0,1,1,0,1,0,0,0,12.18,27.8,1.64,4.3,7.33,-0.13,4.84
11370,0,0,1,3,4,0,0,0,0,0,1,0,1,1,0,12.04,29.97,4.4,0.04,7.64,1.07,6.09
16745,1,1,2,2,2,0,1,1,1,0,0,0,0,0,1,11.91,25.1,2.07,2.84,7.27,1.14,6.6
8233,0,0,3,4,4,0,0,0,0,0,1,0,1,1,1,12.16,26.4,-0.23,4.69,7.08,0.35,7.61
968,0,0,2,2,3,1,1,1,1,0,0,1,0,1,0,12.23,26.82,1.89,3.22,7.65,-0.45,7.57
11550,0,0,5,3,5,1,0,0,0,0,0,1,0,1,1,11.92,26.82,2.19,1.16,7.72,-0.46,3.89
7869,0,1,4,3,5,0,1,0,0,1,1,1,1,1,1,11.94,27.41,2.22,-4.57,7.37,2.05,5.33
7996,0,1,1,5,5,1,1,0,1,1,0,1,0,0,0,12.12,26.23,0.54,5.7,7.76,0.72,6.86
11261,0,1,2,4,4,0,1,0,0,1,1,0,1,0,0,11.81,27.8,-1.03,0.84,7.35,5.23,5.48
3988,0,1,1,4,4,0,0,1,0,0,1,1,1,0,1,12.08,30.84,1.52,4.24,7.39,1.46,5.87
6107,0,1,5,4,2,0,0,0,0,0,0,1,0,0,1,12.09,25.86,-0.55,5.75,7.13,2.05,6.78
18463,1,0,2,2,1,0,0,0,0,0,1,1,0,0,0,12.53,28.29,1.11,5.57,7.46,2.72,6.46
1696,0,1,1,2,3,0,0,0,0,1,1,0,0,1,1,11.87,25.54,-1.1,1.85,7.19,-1.48,7.26
9871,0,0,2,5,4,0,0,1,1,0,1,1,0,1,1,11.97,27.18,-2.24,-3.59,7.67,-2.3,5.97
394,0,1,2,2,4,0,1,0,0,1,0,1,1,0,0,11.98,28.93,-0.06,3.04,7.23,-0.4,5.9
8903,0,0,4,5,4,0,0,1,0,1,0,0,0,0,1,12.28,28.05,0.04,-0.39,7.84,1.93,6.58
6118,0,0,1,2,1,1,0,1,1,1,0,0,0,1,0,11.9,27.32,-1.72,0.16,7.54,-0.48,6.34
17432,1,0,3,2,1,1,0,0,1,1,0,1,0,0,1,11.81,27.14,1.01,3.88,7.53,-1.4,5.36
7743,0,1,5,5,1,0,1,1,1,0,1,0,1,0,1,11.85,27.58,-0.2,4.71,7.11,5.82,6.16
17397,1,1,2,3,5,1,0,0,0,1,1,0,0,0,1,12.24,27.22,1.66,1.48,7.19,0.37,7.49
3118,0,1,3,4,4,1,1,1,0,1,1,0,0,1,1,11.89,25.9,2.27,-0.55,7.41,-1.05,7.15
6823,0,0,1,4,4,1,0,0,0,1,1,1,0,1,1,11.83,31.02,1.97,-1.53,7.41,2.11,6.75
9229,0,1,2,5,5,1,1,0,0,1,0,1,1,0,1,12.02,28.22,4.9,2.66,7.61,0.49,5.9
11680,0,1,2,1,3,0,0,0,0,1,1,1,0,0,1,11.67,27.74,1.74,2.96,7.61,1,3.38
6957,0,1,4,4,4,0,1,0,0,0,0,0,1,0,1,12.04,28.25,3.79,-5.51,7.37,2.48,5.04
2200,0,1,1,4,5,1,0,0,1,0,1,0,1,0,0,12.22,26.6,-0.03,-2.47,7.43,-0.69,5.9
9621,0,1,1,2,5,1,0,1,1,1,1,1,1,1,0,12.11,26.84,3.04,0.86,7.22,-0.38,5.94
17121,1,0,3,3,1,0,1,1,0,0,0,1,1,0,0,11.82,26.96,2.21,1.6,7.16,0.31,6.21
10997,0,1,3,1,5,0,1,1,1,1,0,1,0,1,1,12.19,28.02,1.8,-2.86,7.44,2.55,3.14
5948,0,0,2,5,5,1,0,1,0,1,1,1,0,1,0,12.02,32.4,1.58,6.3,7.24,-1.12,6.02
17708,1,0,1,3,5,1,0,0,1,1,0,0,0,1,1,11.86,26.84,2.48,3.13,7.37,-0.07,6.12
8943,0,1,3,4,5,0,0,0,0,0,0,1,1,1,0,12.31,29.63,2.69,5.4,7.48,-0.71,6.58
14287,0,0,3,4,2,0,1,1,0,0,1,0,1,1,1,11.87,28.55,2.92,5.48,7.38,-1.4,5.55
12795,0,1,2,4,5,0,0,1,1,0,0,1,1,0,0,11.91,27.64,1.61,-0.83,7.35,2.07,6.36
10810,0,1,2,4,4,0,0,0,0,0,1,0,0,0,1,11.85,27.38,2.78,-0.96,7.44,0.46,7.84
6316,0,0,1,4,4,1,0,0,0,1,1,1,0,0,1,12.22,30.83,4.42,2.7,7.61,-2.72,5.59
8017,0,1,1,3,3,0,1,1,0,1,0,1,0,0,1,11.72,28.38,2.72,3.18,7.39,4.03,4.39
2987,0,1,2,4,5,0,0,0,1,1,0,0,0,0,0,12.18,30.31,3.69,-3.64,7.74,1.42,5.67
3077,0,1,4,3,5,1,0,1,0,1,1,0,0,1,1,12.05,27.59,1.45,-0.93,7.6,0.89,5.23
18279,1,1,5,3,2,1,0,1,1,0,0,1,1,1,1,12.3,30.8,-2.27,0.48,7.3,1.34,7.06
19596,1,0,1,2,2,1,1,1,1,1,1,1,0,1,1,12.13,24.88,3.6,-4.17,7.5,2.97,4.28
4942,0,0,2,3,3,1,1,1,0,0,1,0,1,1,1,12.24,26.75,2.29,4.64,7.92,1.43,4.97
