,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
13231,1,5,2,5,1,0,1,1,1,1,1,1,0,0,11.96,28.33,-0.05,7.34,7.3,1.2,5.06
12348,1,1,3,3,0,0,1,1,1,0,0,1,1,0,11.96,28.25,0.56,-3.09,7.38,0.12,6.3
6747,1,2,4,3,0,1,1,0,1,0,1,0,1,0,11.81,28.13,1.04,2.03,7.61,0.58,6.26
10101,1,1,5,2,0,1,0,0,1,0,1,1,1,1,11.92,28.73,2.43,1.85,7.82,-0.22,5.98
16929,1,1,1,1,0,1,1,0,0,1,0,0,1,1,12.08,28.28,3.56,3.17,7.51,-2.72,5.4
9827,1,3,3,4,0,1,0,0,0,0,1,0,0,0,12.19,25.75,1.35,-1.94,7.39,1.97,5.52
18937,1,5,3,4,0,0,0,0,0,0,0,0,1,0,11.95,27.73,1.83,0.17,7.3,1.51,6.26
19946,1,5,2,3,1,1,1,1,1,0,0,0,1,1,12.28,26.2,2.08,1.77,7.73,1.76,5.35
12965,0,5,1,3,0,0,0,1,0,0,1,1,1,1,11.66,26.72,1.64,-2.29,7.92,2.63,5.26
17205,1,1,3,1,1,1,0,1,1,0,1,1,1,1,12.29,24.98,1.69,2.39,7.8,-0.9,7.48
6578,1,1,5,4,1,1,1,1,0,0,1,0,1,1,11.93,27.21,0.49,1.4,7.11,-0.54,7.13
8340,1,5,5,4,0,1,1,1,1,0,1,1,1,1,11.96,25.98,4.25,4.65,7.44,2.38,4.51
11744,1,2,3,4,0,1,1,0,1,1,1,1,1,0,11.91,26.7,-2.11,7.95,7.55,-1.22,4.49
18701,0,3,2,3,1,1,0,1,0,1,1,0,0,1,12.27,29.9,4.72,-0.24,7.31,0.85,6.2
7047,1,1,4,5,1,0,1,1,0,0,1,1,0,0,12.12,27.6,-0.52,7.96,7.42,2.09,4.09
1330,0,5,4,5,0,0,1,1,0,0,1,1,1,0,11.96,24.33,3.03,7.36,7.42,0.7,4.67
14027,0,1,3,4,0,0,0,0,0,0,1,1,1,1,11.95,29.28,2.75,4.57,7.24,-0.86,5.51
10678,1,4,2,3,0,1,1,0,1,0,1,1,0,0,12.16,25.27,3.34,10.49,7.32,0.46,4.94
626,1,3,3,3,1,0,0,1,0,1,0,1,1,0,12.07,26.1,-1.47,-3.35,7.66,0.46,7.73
3725,1,3,4,4,1,1,1,1,0,1,1,1,1,1,11.79,26.48,4.01,-0.91,7.72,-1.4,5.07
8564,0,4,2,4,1,0,0,1,1,1,1,1,0,1,12.19,29.08,2.98,-3.71,7.47,1.3,5.26
10154,0,4,5,5,1,0,0,0,0,0,0,0,1,0,11.97,26.96,1.89,3.39,7.06,-2.14,6.88
19417,0,3,5,1,1,1,0,1,1,1,1,0,1,0,12.45,26.87,0.13,-1.67,7.49,0.01,5
3595,1,5,2,5,0,0,0,0,1,0,0,1,0,0,11.75,29.36,0.79,-5.42,7.57,-2.13,5.63
18307,0,3,3,4,0,1,0,0,0,1,1,0,1,0,12.28,30.4,2.93,-0.68,7.45,1.05,4.8
573,1,1,3,3,0,1,0,1,1,1,0,0,0,0,12.22,26.31,1.14,0.87,7.31,1.59,5.78
6139,1,4,3,5,0,0,1,0,0,1,1,0,0,0,11.85,29.72,5.62,-1.04,7.72,0.15,5.33
17778,1,3,5,2,1,0,1,1,1,1,1,0,0,1,11.99,29.26,2.15,4.71,8.14,0.18,6.46
15797,0,1,1,3,1,1,1,0,1,0,0,0,1,0,12.11,27.51,1.81,-4.49,7,-0.32,4.42
8275,1,2,3,3,0,1,1,0,1,1,0,0,1,1,12.22,23.69,4.38,1.23,7.83,0.56,4.77
3345,1,5,5,1,1,1,1,1,0,0,0,0,1,0,12.21,30.35,0.29,2.63,7.66,5.03,5.47
5751,1,2,5,1,0,0,0,1,0,1,0,0,0,1,12.2,31.53,2.77,5.7,7.79,2.21,8.01
3055,1,4,2,5,0,0,1,1,1,0,1,1,0,0,11.83,28.38,0.21,5.3,7.42,0.21,6.14
6204,1,4,3,3,0,1,1,0,1,0,0,0,1,0,12.11,28.05,4.44,-2.54,7.48,1.54,4.66
2994,1,4,5,3,0,0,0,0,1,0,0,1,1,0,12.3,27.27,1.33,-2.82,7.66,-2.67,6.13
19398,0,4,4,4,1,1,0,1,1,1,0,1,1,1,12.07,28.1,3.72,1.36,7.76,0.15,5.49
7505,1,3,4,4,1,1,1,0,0,0,1,0,0,0,11.99,29.07,-1.08,-0.14,7.33,1.9,5.69
9535,1,3,5,5,0,0,0,0,1,1,0,1,0,0,11.8,26.82,3.66,-1.2,7.54,3.71,5.41
13173,1,5,4,4,1,1,0,0,1,0,1,1,0,1,12.01,27.13,0.47,0.06,7.71,1.9,7.42
16864,0,2,5,4,0,1,1,1,0,0,1,0,0,1,11.72,28.79,1.16,2.45,7.57,1.87,6.17
3607,0,3,4,3,0,1,1,0,1,1,1,1,0,1,11.98,24.44,2.34,5.12,7.39,-0.44,5.93
4849,1,5,5,5,1,0,1,1,0,0,0,0,0,1,11.61,27.29,2.88,-0.73,7.44,2.51,6.2
11493,1,5,2,5,1,1,0,1,1,1,1,0,1,1,11.85,25.04,3.24,-3.49,6.93,1.34,5.54
4741,0,2,5,4,1,1,0,0,1,0,0,1,0,1,12.15,26.02,0.56,-5.57,7.97,1.18,5.1
18608,1,3,4,1,0,0,1,1,0,0,1,0,1,1,12.09,26.47,4.17,-0.57,7.55,-0.23,6.85
15263,1,2,4,4,1,1,1,1,0,0,1,0,0,1,12.15,27.27,1.93,2.14,7.71,0.03,5.19
11665,1,4,3,3,1,0,0,0,0,1,1,0,0,1,12,24.47,4.07,-5.54,7.61,0.6,6.37
6601,1,2,5,3,0,0,0,0,1,1,1,1,0,1,12.06,28.37,4.6,-0.2,7.35,1.43,5.2
333,1,5,3,3,1,1,1,0,0,1,1,1,1,0,11.73,29.09,0.2,0.45,7.16,-2.83,5.49
11367,0,5,2,3,0,0,0,0,1,1,1,1,0,0,11.97,29.32,1.59,6.21,7.35,0.71,5.84
15849,0,1,3,4,0,0,1,1,0,0,1,1,0,0,12.03,25.52,-0.02,3.19,7.24,-1.45,6.97
9103,1,5,2,1,0,0,1,1,1,1,1,1,0,1,12.26,28.65,1.08,-0.78,7.55,2.27,5.35
2064,0,5,5,4,1,1,0,0,1,0,0,0,0,1,11.82,27.41,2.04,-2.82,7.77,-0.3,6.15
2718,1,4,5,3,1,0,1,0,0,0,0,1,1,1,12.24,27.28,3.92,-2.66,7.63,1.46,3.93
17281,1,3,3,3,0,0,0,0,0,0,1,0,0,0,11.65,27.73,1.71,-6.26,7.14,-0.05,5.25
14629,0,1,4,4,0,1,0,1,1,0,0,0,0,0,12.06,30.22,1.19,-1.24,7.53,2.46,5.17
10099,1,3,3,5,0,1,1,1,0,0,0,1,1,0,12.22,23.74,1.78,-2.17,7.57,5.17,5.35
13101,0,4,4,4,1,1,0,0,0,0,1,0,0,0,11.9,27.09,2.83,2.45,7.37,-0.37,7.96
10163,1,5,5,5,1,0,1,1,1,0,0,0,0,1,12.14,26.04,0.69,0.67,7.44,-2.55,6.73
8390,1,1,4,2,0,0,0,1,0,0,0,1,0,0,12.18,28.51,0.78,6.97,7.53,2.66,6.58
7910,1,2,5,4,1,1,0,1,0,0,0,0,1,0,11.86,30.23,2.45,-0.52,7.22,0.21,4.09
3419,0,2,4,4,0,0,1,1,0,1,0,1,1,1,11.85,25.89,4.84,1.58,7.65,-2.39,4.58
11351,1,2,2,5,0,1,1,1,0,1,1,1,0,1,12.26,25.86,2.11,5.58,7.34,-0.81,7.44
17218,1,1,2,2,0,1,0,1,1,0,1,1,1,1,11.84,28.76,2.98,-5.68,7.75,-4.32,5.16
19959,0,1,5,5,0,1,0,1,0,0,1,0,0,0,11.68,28.31,1.23,5.95,7.52,0.75,5.97
7633,1,1,4,3,1,0,0,0,1,0,0,1,1,0,12.24,26.59,2.71,0.94,7.47,3.66,4.92
6844,1,1,4,3,1,1,0,1,0,0,1,0,1,1,11.86,27.08,0.92,2.94,7.29,0.87,6.72
6750,1,5,3,3,0,0,0,1,1,1,1,1,1,1,11.94,25.91,3.44,5.94,6.79,2.89,7.28
4319,1,3,5,4,0,0,1,0,0,1,1,0,0,1,12.04,29.09,3.16,0.99,7.24,3.26,5.7
17774,0,1,2,3,1,1,0,0,1,1,0,0,0,1,12.33,29.04,0.24,-3.67,7.34,-3.2,4.82
7357,1,3,4,4,1,0,1,0,1,0,0,0,1,1,11.8,26.89,4.31,-0.52,7.6,-1.67,6.56
16212,1,3,1,4,1,0,0,0,0,0,0,0,0,0,12.01,24.33,1.93,-1.28,7.76,-0.28,6.43
12950,0,3,4,3,0,1,0,0,0,1,0,0,0,1,12.27,26.55,0.25,0.02,7.59,-2.39,7
11160,1,5,3,5,1,0,1,0,0,0,0,0,0,0,11.84,27.01,2.38,6.6,7.67,3,5.47
10748,1,3,5,4,1,0,1,1,1,1,0,1,1,0,11.77,28.27,3.5,-0.1,7.45,1.4,5.38
19086,1,4,5,3,0,1,1,0,1,0,0,0,0,0,11.86,26.52,1.06,-1.45,7.72,2.56,4.94
5731,1,3,3,4,0,1,1,1,0,0,0,0,1,0,11.9,26.69,0.27,1.83,7.64,0.52,4.1
6017,1,1,3,3,1,1,0,0,0,1,1,0,0,0,11.93,29.08,-0.72,-2.23,7.33,4.56,8.39
13652,1,5,4,3,1,1,0,1,0,1,1,1,0,0,12.13,28.91,5.36,-9.94,7.31,0.08,5.76
15605,0,1,2,5,0,1,1,0,0,1,0,1,1,0,11.88,29.21,1.3,-1.14,7.08,1.58,6.57
18077,1,3,1,2,0,1,1,1,1,1,0,0,1,0,11.98,28.71,-0.33,0.87,7.59,2.01,6.99
18472,0,1,5,4,1,1,1,1,1,1,0,0,1,1,11.93,27.88,1.85,2.63,7.2,0.63,5.98
7184,1,5,2,5,0,1,0,1,1,1,1,1,1,0,12.09,26.29,-1.74,4.97,7.53,0.36,6.22
3995,1,1,2,4,0,0,0,0,0,0,0,0,0,0,11.81,30.66,3.63,8.06,7.15,-0.09,7.15
19865,1,2,4,1,1,1,1,0,1,1,1,1,0,1,12.05,28.16,2.19,2.34,7.79,-4.14,5.94
4290,1,3,5,4,1,0,0,1,1,0,0,0,0,1,11.9,25.37,5.3,3.06,7.61,-0.07,5.66
1282,0,1,3,5,1,1,1,1,1,0,1,0,1,0,12.02,26.44,3.22,-0.96,7.38,0.27,6.15
7262,1,3,1,5,1,0,1,1,1,1,1,0,1,1,12.28,25.81,2.33,1.51,7.43,1.8,6.99
6946,1,4,3,4,0,0,0,0,0,0,1,0,0,0,11.92,26.19,4.03,0.99,7.02,0.29,6.82
3138,1,2,2,3,0,1,0,0,1,1,1,0,0,1,11.82,28.02,2.34,-1.94,7.58,-0.83,5.88
6758,0,2,5,5,0,0,0,1,0,1,0,1,0,0,11.98,24.88,1.51,-0.71,7.56,-0.34,5.29
18549,0,2,5,4,0,0,0,1,0,0,1,0,0,0,12.24,27.95,3.81,2.66,7.4,0.21,7.48
10584,1,2,5,5,0,1,0,1,1,1,0,0,0,1,12.11,29.27,3.56,-0.48,7.46,1.89,5.19
5377,1,4,2,4,0,0,1,0,0,1,1,1,0,0,12.25,26.37,2.71,9.14,7.65,2.25,4.61
4612,1,1,2,4,0,1,1,1,1,0,0,0,1,1,11.65,26.5,0.79,5.95,7.68,-1.26,5.75
14301,1,5,5,4,1,1,0,0,1,1,1,0,0,1,12.13,29.43,0.38,-7.92,7.48,5.37,5.07
14454,0,1,3,3,0,1,1,1,1,0,0,1,0,1,11.88,27.58,2.02,-3.04,7.89,2.74,4.85
4348,1,3,2,3,0,1,1,0,1,0,1,0,1,1,12.09,27.86,2.49,2.27,7.55,0.49,5.03
17279,1,3,3,3,1,1,1,1,1,1,0,0,1,0,11.94,28.92,1.06,5.09,7.7,2.62,5.03
12926,1,4,4,4,0,1,1,0,0,1,0,1,0,1,12.02,29.23,3.26,1.14,7.14,-1.35,5.82
17357,0,3,3,4,0,0,1,1,0,0,1,1,0,1,11.75,28.24,1.78,7.17,7.43,-0.5,5.92
1608,1,3,5,5,0,0,0,1,1,1,0,0,0,0,12.2,26.88,2.37,-4.78,7.86,2.08,9.02
6891,1,4,4,5,1,1,0,0,1,0,0,1,0,0,12.05,26.39,0.79,-0.67,7.6,0.62,6.45
7913,1,5,4,4,1,0,0,1,1,1,0,0,1,1,12.05,28.44,1.22,-4.01,7.73,-0.18,5.02
11662,0,2,3,3,1,0,1,0,1,1,1,0,0,1,11.69,26.86,4.67,-1.81,7.96,0.69,6.25
8912,1,3,5,5,1,1,1,0,1,1,1,1,0,0,12.16,26.36,2.61,-3.83,7.74,0.6,5.82
7858,1,3,1,3,1,0,1,1,1,1,1,0,0,1,11.8,27.62,3.61,2.72,7.71,2.99,4.72
12638,1,1,5,3,0,0,1,1,0,1,1,1,1,1,11.93,29.86,1.88,2.52,7.67,-2.8,6.01
3443,1,5,5,4,0,1,1,1,1,1,1,0,0,0,12.1,25.35,0.99,-1.88,7.46,0.94,3.95
8913,0,4,4,5,0,1,1,1,1,1,0,0,1,0,11.78,27.12,1.03,2.84,7.58,0.76,5.74
13501,1,1,4,5,0,1,1,1,1,0,1,0,1,0,12.02,28.46,-0.03,2.38,7.86,1.49,6.14
12998,1,4,2,3,1,1,0,0,0,0,0,0,1,1,12.24,27.91,1.1,-1.96,7.63,-0.88,5.91
11287,1,3,5,3,1,0,0,1,1,1,0,0,0,0,11.98,28.97,1.18,3.03,7.84,-1.33,5.22
3114,0,1,2,5,0,0,1,1,1,1,0,1,1,0,12.06,26.06,1.09,-2.8,7.01,0.17,6.09
12628,1,2,3,3,1,1,0,0,1,1,1,1,1,1,12.15,25.66,-3.15,0.54,7.47,2.21,7.45
16708,0,3,4,4,1,0,0,1,1,0,1,1,0,1,11.85,27.91,4.13,-4.04,7.77,-0.93,6.09
18904,1,1,3,2,0,1,0,0,1,1,1,1,1,1,11.96,28.75,2.42,-3.5,7.55,1.96,6.06
15490,0,4,2,4,0,1,1,1,0,1,0,1,0,1,11.9,27.08,-2.08,-1.03,7.95,1.42,4.93
4469,1,5,5,4,1,1,1,1,0,0,0,1,1,1,11.8,31.6,-1.49,-2.92,7.49,1.57,8.49
12449,1,5,3,5,0,0,1,0,1,0,1,0,1,0,12.18,25.48,0.48,-5.45,6.95,1.39,5.55
17997,0,1,2,4,0,1,0,0,1,1,0,0,1,1,12.19,30.02,2.55,-0.12,7.24,2.28,5.59
8751,1,1,2,4,1,1,0,0,0,0,1,1,0,1,11.9,26.04,0.71,0.09,7.54,2.27,5.37
3085,1,3,2,3,1,1,0,1,0,0,1,1,1,0,12.12,26.78,1.98,-0.73,7.74,-0.21,4.4
1967,1,4,5,4,0,0,1,1,0,1,1,1,1,1,12.04,27.46,0.92,2.4,7.43,5.75,7.08
6308,1,4,5,3,0,0,0,1,0,0,1,0,1,0,12.22,26.89,1.61,2.62,7.6,3.56,4.06
9625,1,1,4,3,1,1,0,0,0,0,1,1,0,1,11.83,25.84,2.87,6.23,7.57,0.36,4.97
2602,1,4,5,4,1,0,0,1,1,0,0,0,0,0,11.98,26.97,3.03,-4.82,7.87,0.36,6.01
16479,0,1,2,5,1,0,1,1,1,0,1,1,0,1,12.02,27.48,-0.93,-1.55,7.56,-1.02,6.33
8389,1,1,3,5,0,1,0,0,1,0,1,0,1,0,12.09,26.82,0.6,-0.77,7.45,0.13,5.31
18336,1,2,1,3,1,1,0,0,1,1,1,1,0,0,12.13,26.63,1.07,3.31,8.02,-2.27,5.98
13645,1,5,5,2,0,0,1,1,1,1,1,1,0,1,12.1,28.35,2.29,2.22,7.46,1.24,6.72
5215,1,1,4,4,0,0,1,0,1,0,0,1,0,0,12,28.56,0.79,-1.45,7.42,-0.8,5.16
5156,1,3,2,5,1,1,1,0,1,1,0,1,1,1,12.36,26.98,3.41,-0.18,7.77,0.03,7.66
14268,1,3,4,5,1,1,1,0,0,1,0,1,0,0,12.34,28.53,0.94,5.9,7.79,3.25,6.37
6593,0,1,5,3,1,1,0,0,1,1,0,1,1,0,11.84,29.29,-0.19,-0.01,7.35,-2.08,5.9
19204,1,2,3,1,0,0,1,0,1,0,1,0,0,1,11.64,30.49,1.73,1.3,7.75,1.48,7.22
19765,1,2,5,5,1,0,1,0,1,1,1,1,1,1,11.87,27.71,1.34,0.45,7.3,-0.66,6.18
18479,0,4,5,1,0,0,0,1,1,0,0,1,1,0,11.66,27.79,2.4,1.92,7.83,-2.17,4.79
9219,1,2,3,4,1,0,0,1,1,0,0,1,1,0,12,26.58,4.29,-0.53,7.82,-1.88,5.31
7046,1,5,4,5,1,0,0,1,1,1,0,1,0,1,12.25,26.17,-0.37,-2.38,8.06,0.34,5.35
13634,0,4,5,4,0,1,1,1,1,0,1,1,0,0,12.05,27.17,1.4,1.99,7.34,-0.72,7.06
870,1,3,3,5,1,1,0,1,0,0,1,0,1,1,12.14,31.29,0.33,1.5,7.27,5.09,4.46
10397,1,2,3,5,0,1,1,1,0,0,0,1,0,1,11.97,27.99,-3.15,0.43,7.71,-0.78,6.76
2795,1,2,5,4,0,1,1,1,1,1,1,0,1,0,12.18,27.87,1.13,-3.27,7.56,2.24,5.19
16464,0,1,5,2,1,0,1,0,1,0,0,0,1,0,12.16,28.79,1.5,1.59,7.37,-1.26,5.41
2329,1,4,4,3,0,1,0,1,0,1,1,1,0,0,11.91,27.42,3.05,3.02,7.77,-1.45,6.22
18271,1,4,3,1,1,1,0,1,1,1,1,1,0,1,12.01,25.49,-0.43,1.3,7.63,-2.49,7.42
4562,1,2,5,5,1,1,0,0,0,0,0,0,0,1,11.83,27.29,-0.73,-0.77,7.21,1.1,6.66
58,1,2,3,5,1,0,1,1,1,1,0,0,1,1,12,29.52,3.89,-4.26,8.15,1.11,7.36
15672,0,3,4,3,1,0,0,1,0,0,0,1,1,1,11.89,30.14,2.24,2.72,7.4,2.19,5.5
18551,1,5,2,4,0,1,0,0,1,0,1,0,0,1,11.88,29.09,4.29,-3.21,7.63,2.05,4.45
1340,0,2,5,3,1,1,0,0,0,1,1,1,0,0,11.78,26.02,0.88,0.19,7.39,-0.46,3.87
8901,1,5,4,4,1,1,0,0,1,1,0,1,1,0,12.17,29.23,-0.2,-6.17,7.77,0.27,7.54
18514,1,3,3,2,1,0,0,1,1,0,1,1,1,1,12.04,26.64,2.93,1.96,7.5,-0.1,5.55
15269,1,3,2,1,1,1,0,1,0,0,1,0,1,0,12.24,29.26,2.48,4.66,7.12,2.07,4.04
7872,1,2,4,3,0,1,1,1,0,1,1,1,0,1,12.13,27.56,3.76,0.54,8.05,2.21,3.35
14954,1,3,4,3,0,0,1,1,1,1,1,0,0,0,11.83,28.8,0.39,2.08,7.37,-1.81,4.99
5805,1,3,3,5,0,1,0,0,0,0,1,1,0,0,11.95,28.02,1.11,-2.82,7.74,1.95,7.03
9185,0,4,1,3,1,0,1,0,1,1,0,1,0,0,11.9,28.25,4.67,1.54,7.44,2.01,5.81
1344,1,1,4,3,1,0,1,0,0,0,0,1,0,1,12.01,30.75,0.19,0.57,7.72,1.16,6.71
1692,1,1,2,3,1,0,0,1,0,0,1,1,0,1,12.42,28.66,1.81,-1.26,7.7,-1.98,5.8
7127,1,3,3,3,1,0,0,0,1,1,1,0,0,1,12.06,29.39,1.57,-0.17,7.61,-3.28,6.34
11907,1,4,5,3,0,1,1,1,1,1,1,1,1,1,12.18,29.68,4.33,-3.03,7.57,1.51,5.42
11867,1,4,4,3,1,0,0,1,1,1,0,1,0,0,11.76,29.97,4.33,1.88,7.36,-1.6,5.77
12331,1,2,4,5,1,1,1,1,1,0,1,0,0,0,12.3,28.41,1.57,1.91,7.73,-1.33,4.7
4508,1,1,4,5,0,1,0,0,0,1,0,0,1,1,12.55,26.06,0.89,-4.99,7.91,-1.4,5.6
15823,1,3,1,2,0,0,1,1,1,1,1,1,0,0,12.2,27.21,3.12,9.39,7.52,-1.31,7.01
8758,0,3,2,3,1,1,0,1,0,0,1,1,1,0,12.21,29.54,0.91,2.13,7.48,-2.17,6.9
4830,1,3,5,3,1,1,0,0,1,0,0,0,0,1,12.25,26.39,4.23,3.63,7.38,-0.73,5.86
7799,1,5,4,4,0,1,0,1,0,0,0,0,1,1,12.04,27.19,0.22,-3.66,7.65,-0.15,7.39
12715,1,5,1,3,1,1,1,1,0,0,0,0,0,0,11.97,24.62,1.49,6.1,7.75,2.93,5.95
6355,1,5,3,1,0,0,0,1,0,1,0,1,1,0,12.13,26.83,0.77,-0.9,7.17,-2.32,5.78
2770,1,3,3,3,1,0,0,1,0,0,0,1,0,1,12.03,27.44,-2.04,5.66,7.52,3.93,6.1
11963,1,1,5,2,0,1,0,0,0,1,1,0,0,1,12.24,25.64,1.67,-6.74,7.38,1.58,7.09
735,1,3,2,5,0,1,1,1,0,0,0,1,1,0,12.29,29.19,1.37,-4.01,7.49,1.22,5.37
4327,0,1,2,4,1,0,0,1,0,0,1,1,0,0,11.78,27.23,1.06,-3.85,7.4,-4.12,5.85
19154,1,4,1,1,1,0,0,0,0,1,0,1,1,0,11.87,27.19,0.36,-2.47,7.33,0.22,5.01
15402,1,2,2,2,1,1,1,1,0,1,0,1,1,1,12.09,29.81,-2.42,4.34,7.32,0.53,5.91
5568,1,2,2,4,0,0,1,0,0,1,0,1,1,1,12.18,29.01,0.86,3.09,7.82,2.55,4.39
2851,1,5,5,4,0,1,1,0,0,0,0,0,1,1,12.21,29.5,1.45,-1.91,7.73,0.19,4.74
10913,1,2,5,3,1,0,0,0,1,1,1,1,1,1,11.96,24.32,2.03,-3.19,7.02,0.12,7.29
12882,1,3,4,4,1,1,0,0,1,1,0,0,1,1,11.97,25.6,2.76,3.71,7.24,1.34,6.16
11892,1,3,3,2,1,1,0,0,1,1,1,0,1,1,11.98,26.73,2.12,-2.29,7.54,-2.06,6.24
17929,1,3,3,5,1,1,1,0,1,1,1,0,1,0,12.17,29.54,1.78,2.38,7.3,1.27,6.38
9996,0,5,2,3,1,0,0,1,0,1,1,0,1,0,12.01,30.13,3.79,-0.46,7.4,0.42,6.33
14037,1,1,5,3,0,0,0,1,1,0,0,1,1,0,12.27,27.87,2.29,-0.19,7.49,2.21,3.99
7248,0,2,5,3,0,1,0,0,1,1,1,1,1,0,12.46,29.72,2.19,-2.3,7.8,1.37,7.22
1192,0,4,4,4,0,1,0,0,1,0,0,0,1,0,12.27,26.26,3.41,-5.59,7.22,1.74,5.62
1475,1,3,2,3,1,1,0,1,0,0,1,1,1,0,12.32,28.67,1.48,-7.25,7.39,-1.49,7.4
3197,1,5,5,4,0,0,0,1,0,1,0,0,0,0,11.69,28.96,-0.95,0.6,7.59,1.42,4.33
13815,1,1,3,2,1,0,1,1,1,1,1,1,0,0,11.95,27.64,3.29,5.86,7.39,2.38,2.14
15993,1,3,3,2,0,1,1,0,0,0,0,1,1,0,12.22,27.29,0.43,3.1,7.25,-1.94,6.52
8129,1,5,3,3,1,0,1,0,0,0,0,0,1,0,11.96,30.24,0.84,0.55,7.22,-0.79,5.62
6537,1,1,4,4,0,0,0,0,1,0,0,0,0,0,11.87,30.19,0.87,-2.04,7.03,-1.66,7.88
9774,0,2,4,2,1,1,1,1,0,0,1,0,0,0,12.14,30.18,1.73,-3.7,7.47,-2.55,6.01
5466,1,3,2,3,0,0,1,1,1,0,1,1,1,1,12.13,26.89,6.01,0.22,7.93,-2.55,6.57
13197,1,3,3,3,1,1,1,1,1,0,1,1,1,0,11.68,27.14,2.15,1.89,7.8,0.92,5.62
14387,1,4,4,5,0,1,0,1,0,0,1,0,1,1,11.86,26.83,0.14,0.14,7.18,2.28,3.79
2696,0,4,4,5,0,1,1,0,0,1,1,1,1,1,12.23,25.8,-1.05,1.82,7.53,-0.89,6.84
1731,0,3,2,3,1,1,0,1,1,0,1,1,1,0,12.12,30.9,2.96,-7.19,7.64,-1.35,5.67
7087,1,2,3,3,1,1,0,1,1,1,1,1,1,0,12.38,28.56,2.76,-4.62,7.67,1.4,5.31
1228,1,3,5,3,1,0,0,1,1,0,0,1,0,0,11.64,27.47,0.26,-2.01,7.5,-2.21,6.42
14551,1,1,5,3,0,1,1,0,0,1,0,0,0,1,12.01,27.08,-0.48,1.4,7.54,0.08,5.78
45,0,3,1,3,0,1,1,0,0,1,0,1,0,1,11.96,26.18,2.75,-9.31,7.62,0.17,5.39
4309,1,5,5,3,0,1,0,1,1,1,0,1,0,1,12.06,27.45,3.08,10.25,7.22,0.67,3.54
11321,0,3,5,5,0,0,1,1,0,0,0,0,1,1,12.13,29.75,-1.06,-0.55,7.33,0.81,7.86
10234,0,1,3,5,1,1,0,1,1,1,0,1,1,1,11.91,29.22,0.65,-4.17,7.2,-1.16,4.44
17348,1,5,3,4,1,0,0,0,1,1,1,0,1,1,12.68,27.02,2.81,-2.83,7.56,-1.05,7.35
4361,1,5,1,3,1,1,0,1,0,1,0,1,0,1,12.02,30.62,2.93,-1.84,7.64,1.49,5.48
11698,1,4,2,5,0,0,1,0,1,1,0,0,1,0,12.04,24.44,1.03,2.13,7.11,0.69,6.04
19151,0,3,5,5,1,0,1,0,0,1,1,1,1,0,12.16,26.85,2.85,-2.43,7.51,0.11,5.45
14568,1,3,2,3,1,0,0,0,0,0,0,0,1,0,11.99,27.3,3.02,-0.31,7.44,-0.23,5.96
14148,1,2,4,4,0,0,0,1,0,1,1,1,0,1,11.86,30.39,-0.2,-0.6,7.35,1.46,7.12
9620,0,5,2,4,1,1,1,0,0,0,0,0,1,0,12.14,28.14,-1.2,-3.74,7.56,0.54,5.28
2043,1,1,2,5,0,1,0,0,1,1,1,1,1,1,12.43,27.01,0.44,-0.5,7.72,2.64,5.94
8183,0,3,2,1,1,0,0,1,0,1,1,0,0,1,12.06,28.98,0.54,-2.97,7.07,2.35,5.03
2890,1,2,2,3,0,0,0,1,0,1,0,1,0,0,11.74,29.25,5,-4.01,7.89,0.13,5.73
3806,0,1,2,1,1,1,1,1,1,1,1,0,0,1,11.94,29.82,1.3,5.59,7.64,-0.06,6.6
9666,0,1,1,2,1,1,1,0,0,1,1,0,1,1,11.78,27.21,1.39,-1.27,7.2,1.13,6.37
10051,1,5,4,4,0,1,0,1,0,1,0,0,1,0,12.31,25.98,3.34,-2.53,7.33,2.65,6.42
17930,1,1,3,3,1,0,1,0,0,1,1,1,0,1,12.28,27.19,2.15,3.03,7.7,1.08,5.18
19693,1,1,3,3,0,0,0,0,0,0,1,0,0,0,11.77,24.32,4.42,-8.53,7.6,2.66,7.06
17554,0,5,2,3,1,1,1,0,0,1,0,1,1,0,11.82,26.84,0.63,0.74,7.27,0.76,6.57
386,1,2,5,3,1,0,0,1,0,1,0,1,0,1,12.2,25.07,-0.97,1.06,7.52,-0.48,6.93
5161,1,3,5,3,1,0,0,0,0,0,0,1,1,0,11.76,27.25,0.99,1.5,7.53,2.18,4.81
5846,1,1,3,2,1,1,1,1,1,1,1,1,0,1,12.03,28.93,0.93,-1.1,7.68,2.31,4.26
5767,0,2,3,5,1,1,0,1,1,1,1,0,0,0,11.88,28.25,3.41,-0.24,7.37,-3.51,5.11
12762,1,4,4,3,0,1,1,1,0,0,0,0,0,0,12.21,28.01,1.8,-5.34,7.2,2.43,7.41
1958,1,4,3,3,1,1,1,0,0,1,1,1,0,1,11.75,28.18,2.64,5.53,7.6,-0.83,6.05
1474,1,4,3,4,1,1,1,1,0,0,0,1,0,0,12.37,31.44,3.18,-1.3,7.34,-1.65,5.44
17493,0,2,4,1,1,1,1,1,0,0,1,1,0,0,12.09,28.24,5.14,1.96,7.54,2.72,6.5
19626,1,2,1,3,0,0,0,0,1,1,0,1,1,0,12.04,29.42,2.11,-0.5,7.32,0.31,5.66
